,pred_list,terms,count
59,"0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,4,3,0","[BS,[B,mulnn,getLength],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",8
60,"0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,12,8,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,12,8,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,12,8,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,12,8,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,0,12,8,4,0","[SB,[B,mulnn,getDot],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",3
61,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,6,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,9,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,12,8,4,0","[SB,[B,mulnn,getStripe],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",6
62,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,9,6,3,0,0,0,0,0,0,0,0,0,6,0,0,0,12,6,0,0,16,12,6,0,0,0,0,0,0,0,0,0,9,0,0,0,16,9,0,0,16,16,9,0,0,0,0,0,0,0,0,0,12,0,0,0,16,12,0,0,16,16,12,0","[SB,[B,mulnn,[B,[mulnn,3],getStripe]],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",3
63,"1,4,9,16,0,1,4,9,1,0,1,4,4,1,0,1,9,4,1,0,1,4,9,16,0,1,4,9,1,0,1,4,4,1,0,1,9,4,1,0,1,4,9,16,0,1,4,9,1,0,1,4,4,1,0,1,9,4,1,0,1,4,9,16,0,1,4,9,1,0,1,4,4,1,0,1,9,4,1,0,1,4,9,16,0,1,4,9,1,0,1,4,4,1,0,1,9,4,1,0","[SS,[BB,mulnn,[SS,[BK,subnn,getDot],[KB,getLength,I]]],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",1
64,"3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2","[BB,[subnn,2],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",4
65,"3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BK,[subnn,3],[B,[mulnn,3],getStripe]]",4
66,"1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BC,[B,subnn,getLength],[B,[mulnn,3],getStripe]]",5
67,"2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4,2,4,6,8,1,3,5,7,0,2,4,6,0,1,3,5,0,0,2,4","[BS,[B,subnn,getLength],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",5
68,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,8,7,6,5,8,7,6,5,8,7,6,5,8,7,6,5,8,7,6,5,11,10,9,8,11,10,9,8,11,10,9,8,11,10,9,8,11,10,9,8","[CB,[B,subnn,[B,[mulnn,3],getStripe]],getLength]",6
69,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","[CK,[B,subnn,[B,[mulnn,3],getStripe]],4]",2
70,"1,2,3,4,0,1,2,3,0,0,1,2,0,0,0,1,0,0,0,0,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,0,0,0,1,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,0,0,1,2,4,5,6,7,3,4,5,6,2,3,4,5,1,2,3,4,0,1,2,3,5,6,7,8,4,5,6,7,3,4,5,6,2,3,4,5,1,2,3,4","[SB,[B,subnn,getStripe],[SS,[BK,subnn,getDot],[KB,getLength,I]]]",4
71,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SK,[B,subnn,getDot],[B,[mulnn,3],getStripe]]",2
72,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8","[SK,[B,subnn,[B,[mulnn,3],getStripe]],getDot]",2
73,"3,12,16,16,2,8,16,16,1,4,9,16,0,0,0,0,0,0,0,0,3,12,16,16,2,8,16,16,1,4,9,16,0,0,0,0,0,0,0,0,3,12,16,16,2,8,16,16,1,4,9,16,0,0,0,0,0,0,0,0,3,12,16,16,2,8,16,16,1,4,9,16,0,0,0,0,0,0,0,0,3,12,16,16,2,8,16,16,1,4,9,16,0,0,0,0,0,0,0,0","[BS,[B,mulnn,getLength],[CB,[B,mulnn,[B,[subnn,3],getDot]],getLength]]",5
74,"4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[SK,[B,subnn,[B,[subnn,3],getDot]],[C,[B,subnn,getStripe],1]]",6
